miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
hsa-mir-5739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-574	151	35.259688	257	99.54762	174	86.34593	57	30.649759	135	53.018355	279	118.229006	238	80.068253	116	57.388298	387	133.385217	261	84.324605	211	76.16982	331	92.765496	238	75.375874	168	72.370558
hsa-mir-575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-576	11	2.568587	15	5.810172	32	15.879711	7	3.764005	25	9.818214	22	9.322717	20	6.728425	10	4.947267	18	6.203964	39	12.600228	9	3.24895	46	12.891882	20	6.334107	17	7.323211
hsa-mir-577	1	0.233508	8	3.098759	3	1.488723	3	1.613145	6	2.356371	40	16.950395	36	12.111164	8	3.957814	24	8.271951	7	2.261579	40	14.439776	51	14.293173	6	1.900232	4	1.723109
hsa-mir-578	0	0	1	0.387345	0	0	0	0	0	0	1	0.42376	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-5787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-579	0	0	0	0	0	0	0	0	0	0	1	0.42376	1	0.336421	1	0.494727	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-580	1	0.233508	0	0	0	0	0	0	1	0.392729	1	0.42376	0	0	0	0	0	0	0	0	1	0.360994	2	0.560517	2	0.633411	1	0.430777
hsa-mir-581	3	0.700524	0	0	1	0.496241	0	0	4	1.570914	0	0	0	0	0	0	0	0	1	0.323083	0	0	5	1.401291	0	0	1	0.430777
hsa-mir-582	404	94.337177	241	93.350103	202	100.240677	342	183.898553	493	193.615176	307	130.094282	298	100.253527	459	227.079559	326	112.360674	373	120.509876	370	133.567932	507	142.090957	438	138.716944	312	134.402465
hsa-mir-583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-584	445	103.911	336	130.147861	300	148.872292	177	95.175567	322	126.458594	299	126.704203	192	64.592876	311	153.860006	316	108.914027	289	93.370923	325	117.323183	284	79.593356	292	92.477963	431	185.664943
hsa-mir-585	1	0.233508	1	0.387345	3	1.488723	5	2.688575	8	3.141828	1	0.42376	3	1.009264	2	0.989453	5	1.723323	7	2.261579	1	0.360994	7	1.961808	6	1.900232	4	1.723109
hsa-mir-586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430777
hsa-mir-589	150	35.02618	123	47.643413	111	55.082748	66	35.489194	139	54.589269	114	48.308626	136	45.753288	96	47.493764	136	46.874391	123	39.739182	148	53.427173	164	45.962361	142	44.97216	99	42.646936
hsa-mir-590	14	3.26911	10	3.873448	11	5.458651	21	11.292016	24	9.425485	15	6.356398	40	13.456849	17	8.410354	31	10.684604	16	5.169324	15	5.414916	52	14.573431	20	6.334107	12	5.169326
hsa-mir-591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-592	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	2	0.633411	0	0
hsa-mir-593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-597	0	0	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-598	59	13.776964	20	7.746896	21	10.42106	10	5.377151	29	11.389128	43	18.221675	34	11.438322	56	27.704696	104	35.845123	46	14.861808	47	16.966737	82	22.98118	20	6.334107	20	8.615543
hsa-mir-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-600	0	0	0	0	0	0	0	0	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-605	2	0.467016	0	0	3	1.488723	0	0	1	0.392729	6	2.542559	2	0.672842	1	0.494727	8	2.757317	4	1.292331	1	0.360994	3	0.840775	1	0.316705	4	1.723109
hsa-mir-606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-607	1	0.233508	1	0.387345	2	0.992482	2	1.07543	1	0.392729	1	0.42376	1	0.336421	0	0	2	0.689329	2	0.646166	0	0	1	0.280258	1	0.316705	1	0.430777
hsa-mir-6070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6077-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6077-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6087	29	6.771728	20	7.746896	43	21.338362	7	3.764005	27	10.603671	21	8.898957	44	14.802534	43	21.273248	48	16.543903	29	9.369401	34	12.27381	57	15.974723	21	6.650812	53	22.831188
hsa-mir-6088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6089-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6089-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-612	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	1	0.280258	1	0.316705	0	0
hsa-mir-6126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-6133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-615	3	0.700524	7	2.711414	7	3.473687	3	1.613145	11	4.320014	9	3.813839	6	2.018527	7	3.463087	18	6.203964	5	1.615414	12	4.331933	9	2.522325	10	3.167054	3	1.292331
hsa-mir-616	1	0.233508	3	1.162034	4	1.984964	5	2.688575	2	0.785457	7	2.966319	7	2.354949	2	0.989453	3	1.033994	0	0	1	0.360994	15	4.203874	5	1.583527	2	0.861554
hsa-mir-6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-618	0	0	0	0	1	0.496241	1	0.537715	1	0.392729	0	0	1	0.336421	3	1.48418	2	0.689329	0	0	1	0.360994	1	0.280258	2	0.633411	0	0
hsa-mir-619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-624	3	0.700524	2	0.77469	2	0.992482	5	2.688575	1	0.392729	1	0.42376	1	0.336421	3	1.48418	3	1.033994	1	0.323083	0	0	2	0.560517	3	0.950116	1	0.430777
hsa-mir-625	937	218.796869	587	227.371412	497	246.631764	264	141.956777	590	231.709846	792	335.617823	555	186.713784	614	303.762199	1407	484.943153	1099	355.067973	1015	366.409326	828	232.05387	606	191.923443	443	190.834269
hsa-mir-626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-627	4	0.934031	3	1.162034	1	0.496241	4	2.15086	1	0.392729	1	0.42376	5	1.682106	0	0	3	1.033994	2	0.646166	2	0.721989	8	2.242066	1	0.316705	0	0
hsa-mir-628	54	12.609425	54	20.916621	43	21.338362	36	19.357742	79	31.025556	46	19.492954	109	36.669914	51	25.231062	73	25.160519	79	25.523539	79	28.518558	165	46.242619	79	25.019723	41	17.661862
hsa-mir-629	261	60.945553	222	85.990551	188	93.293303	209	112.382449	194	76.189339	213	90.260854	224	75.358356	223	110.324056	218	75.136892	272	87.878516	204	73.64286	251	70.344833	181	57.323669	207	89.170866
hsa-mir-630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-632	0	0	0	0	2	0.992482	0	0	0	0	1	0.42376	0	0	0	0	5	1.723323	0	0	1	0.360994	2	0.560517	0	0	0	0
hsa-mir-633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-639	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-641	0	0	0	0	0	0	1	0.537715	0	0	0	0	1	0.336421	1	0.494727	1	0.344665	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-642a	2	0.467016	2	0.77469	5	2.481205	0	0	7	2.7491	2	0.84752	7	2.354949	5	2.473634	9	3.101982	8	2.584662	5	1.804972	15	4.203874	4	1.266821	4	1.723109
hsa-mir-642b	0	0	0	0	1	0.496241	0	0	0	0	0	0	1	0.336421	0	0	0	0	0	0	0	0	1	0.280258	0	0	0	0
hsa-mir-643	1	0.233508	0	0	0	0	1	0.537715	1	0.392729	2	0.84752	1	0.336421	0	0	2	0.689329	0	0	1	0.360994	2	0.560517	0	0	1	0.430777
hsa-mir-644a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6499	1	0.233508	1	0.387345	2	0.992482	3	1.613145	6	2.356371	3	1.27128	3	1.009264	1	0.494727	5	1.723323	7	2.261579	3	1.082983	2	0.560517	1	0.316705	0	0
hsa-mir-650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6501	0	0	0	0	0	0	0	0	3	1.178186	0	0	0	0	0	0	1	0.344665	0	0	0	0	1	0.280258	0	0	2	0.861554
hsa-mir-6502	2	0.467016	0	0	0	0	0	0	0	0	0	0	1	0.336421	0	0	0	0	1	0.323083	1	0.360994	2	0.560517	1	0.316705	0	0
hsa-mir-6503	0	0	0	0	2	0.992482	2	1.07543	1	0.392729	0	0	1	0.336421	0	0	4	1.378659	1	0.323083	1	0.360994	2	0.560517	0	0	2	0.861554
hsa-mir-6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6506	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6507	7	1.634555	3	1.162034	5	2.481205	0	0	5	1.963643	8	3.390079	11	3.700634	9	4.45254	4	1.378659	14	4.523159	10	3.609944	11	3.082841	3	0.950116	2	0.861554
hsa-mir-6508	2	0.467016	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	1	0.344665	0	0	0	0	0	0	1	0.316705	0	0
hsa-mir-6509	1	0.233508	2	0.77469	1	0.496241	4	2.15086	3	1.178186	3	1.27128	3	1.009264	2	0.989453	1	0.344665	2	0.646166	9	3.24895	3	0.840775	2	0.633411	1	0.430777
hsa-mir-651	3	0.700524	3	1.162034	4	1.984964	6	3.22629	5	1.963643	4	1.69504	5	1.682106	9	4.45254	7	2.412653	7	2.261579	7	2.526961	8	2.242066	6	1.900232	2	0.861554
hsa-mir-6510	54	12.609425	39	15.106448	27	13.398506	34	18.282312	91	35.738298	276	116.957726	52	17.493904	77	38.093957	80	27.573171	79	25.523539	77	27.79657	109	30.548154	111	35.154294	76	32.739062
hsa-mir-6511a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511a-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6511b-1	4	0.934031	1	0.387345	3	1.488723	1	0.537715	3	1.178186	3	1.27128	3	1.009264	1	0.494727	2	0.689329	4	1.292331	1	0.360994	4	1.121033	1	0.316705	5	2.153886
hsa-mir-6511b-2	0	0	1	0.387345	1	0.496241	0	0	3	1.178186	2	0.84752	1	0.336421	0	0	5	1.723323	0	0	0	0	0	0	1	0.316705	1	0.430777
hsa-mir-6512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6513	0	0	0	0	0	0	1	0.537715	1	0.392729	0	0	1	0.336421	0	0	0	0	2	0.646166	0	0	1	0.280258	0	0	1	0.430777
hsa-mir-6514	1	0.233508	1	0.387345	1	0.496241	1	0.537715	0	0	0	0	0	0	0	0	0	0	0	0	3	1.082983	2	0.560517	0	0	0	0
hsa-mir-6515	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	1	0.323083	0	0	0	0	0	0	0	0
hsa-mir-6516	0	0	0	0	0	0	0	0	7	2.7491	1	0.42376	1	0.336421	0	0	0	0	2	0.646166	0	0	0	0	1	0.316705	1	0.430777
hsa-mir-652	27	6.304712	64	24.790069	40	19.849639	26	13.980592	34	13.352771	55	23.306793	54	18.166747	39	19.294342	54	18.611891	30	9.692483	52	18.771709	68	19.057564	62	19.635732	32	13.784868
hsa-mir-653	148	34.559164	91	35.248379	45	22.330844	39	20.970888	43	16.887328	30	12.712796	79	26.577277	49	24.241609	214	73.758234	81	26.169705	31	11.190827	63	17.656273	61	19.319026	79	34.031393
hsa-mir-654	140	32.691101	75	29.050862	53	26.300772	95	51.082931	203	79.723896	397	168.232671	73	24.55875	72	35.620323	142	48.942379	242	78.186032	277	99.995451	225	63.058117	65	20.585848	77	33.169839
hsa-mir-655	17	3.969634	8	3.098759	10	4.96241	24	12.905162	17	6.676385	31	13.136556	11	3.700634	5	2.473634	12	4.135976	28	9.046318	26	9.385855	22	6.165683	10	3.167054	3	1.292331
hsa-mir-656	5	1.167539	0	0	3	1.488723	6	3.22629	9	3.534557	16	6.780158	4	1.345685	0	0	3	1.033994	13	4.200076	9	3.24895	9	2.522325	4	1.266821	0	0
hsa-mir-657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-658	1	0.233508	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-659	1	0.233508	2	0.77469	3	1.488723	0	0	3	1.178186	2	0.84752	2	0.672842	2	0.989453	7	2.412653	2	0.646166	0	0	5	1.401291	1	0.316705	4	1.723109
hsa-mir-660	57	13.309948	19	7.359552	29	14.390988	53	28.498898	39	15.316414	23	9.746477	71	23.885907	23	11.378714	156	53.767684	40	12.923311	41	14.800771	54	15.133948	59	18.685616	24	10.338651
hsa-mir-661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-663a	0	0	0	0	1	0.496241	0	0	0	0	0	0	0	0	1	0.494727	0	0	0	0	1	0.360994	0	0	1	0.316705	0	0
hsa-mir-663b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-664a	111	25.919373	73	28.276172	65	32.255663	98	52.696076	58	22.778256	80	33.90079	140	47.098972	93	46.009584	167	57.558995	97	31.339029	112	40.431374	174	48.764944	116	36.737821	42	18.092639
hsa-mir-664b	11	2.568587	12	4.648138	6	2.977446	1	0.537715	5	1.963643	10	4.237599	9	3.027791	6	2.96836	18	6.203964	10	3.230828	22	7.941877	14	3.923616	17	5.383991	2	0.861554
hsa-mir-665	5	1.167539	0	0	3	1.488723	1	0.537715	8	3.141828	5	2.118799	12	4.037055	3	1.48418	5	1.723323	15	4.846242	9	3.24895	6	1.68155	4	1.266821	4	1.723109
hsa-mir-668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-671	9	2.101571	5	1.936724	7	3.473687	3	1.613145	13	5.105471	8	3.390079	13	4.373476	12	5.93672	14	4.825305	15	4.846242	13	4.692927	8	2.242066	18	5.700696	8	3.446217
hsa-mir-6715a	2	0.467016	4	1.549379	2	0.992482	1	0.537715	0	0	3	1.27128	0	0	0	0	1	0.344665	1	0.323083	1	0.360994	1	0.280258	0	0	0	0
hsa-mir-6715b	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6716	1	0.233508	5	1.936724	2	0.992482	1	0.537715	2	0.785457	4	1.69504	3	1.009264	1	0.494727	4	1.378659	3	0.969248	5	1.804972	6	1.68155	2	0.633411	1	0.430777
hsa-mir-6717	1	0.233508	0	0	0	0	2	1.07543	0	0	0	0	0	0	0	0	1	0.344665	0	0	2	0.721989	0	0	1	0.316705	0	0
hsa-mir-6718	5	1.167539	0	0	0	0	2	1.07543	2	0.785457	3	1.27128	2	0.672842	0	0	3	1.033994	1	0.323083	0	0	2	0.560517	0	0	1	0.430777
hsa-mir-6719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6720	2	0.467016	2	0.77469	0	0	0	0	4	1.570914	2	0.84752	4	1.345685	0	0	0	0	3	0.969248	0	0	0	0	5	1.583527	0	0
hsa-mir-6721	0	0	0	0	0	0	1	0.537715	0	0	1	0.42376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6723	1	0.233508	1	0.387345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6726	0	0	0	0	0	0	0	0	1	0.392729	0	0	0	0	0	0	0	0	0	0	1	0.360994	0	0	0	0	0	0
hsa-mir-6727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
