miRNA_ID	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0CE-11A-21R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0D9-11A-53R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DB-11A-33R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-A7-A0DC-11A-41R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0AY-11A-23R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0B3-11B-21R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BC-11A-22R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BJ-11A-23R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0BV-11A-31R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0C0-11A-21R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DK-11A-13R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DP-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DQ-11A-12R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0DZ-11A-22R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0E1-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0H7-11A-13R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13	TCGA-BH-A0HK-11A-11R-A090-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped	read_count	reads_per_million_miRNA_mapped
hsa-mir-338	535	124.953318	650	302.536372	524	254.038559	394	232.090452	317	122.835889	266	132.036464	223	119.945675	391	153.590522	407	172.556701	414	139.324512	311	153.907138	820	282.712607	581	187.75119	427	154.18736	474	132.881462	410	129.901278	522	224.920018
hsa-mir-339	65	15.181244	75	34.908043	79	38.299706	41	24.151544	51	19.762241	51	25.315262	74	39.802601	65	25.532951	64	27.134223	169	56.874016	47	23.259278	266	91.709211	95	30.69942	62	22.38786	64	17.941801	78	24.712926	68	29.299926
hsa-mir-33a	12	2.802691	4	1.861762	9	4.363258	2	1.178124	2	0.77499	5	2.481888	6	3.227238	19	7.463478	14	5.935611	61	20.528491	11	5.443661	42	14.480402	11	3.55467	24	8.666268	41	11.493966	13	4.118821	11	4.739694
hsa-mir-33b	3	0.700673	2	0.930881	5	2.424032	3	1.767186	0	0	1	0.496378	0	0	3	1.178444	0	0	2	0.673065	8	3.959026	7	2.4134	4	1.292607	8	2.888756	5	1.401703	2	0.633665	2	0.861763
hsa-mir-340	56	13.079226	27	12.566895	62	30.057997	11	6.479683	14	5.424929	12	5.956532	48	25.817903	25	9.820366	23	9.751361	28	9.422914	28	13.856591	43	14.825173	33	10.664009	34	12.277214	34	9.531582	40	12.673295	20	8.617625
hsa-mir-342	553	129.157355	186	86.571946	157	76.114606	239	140.785832	236	91.448801	283	140.474885	150	80.680947	332	130.414459	462	195.875174	507	170.622047	278	137.576156	5111	1762.126992	665	214.89594	471	170.075519	715	200.443555	863	273.426349	170	73.249814
hsa-mir-345	8	1.868461	18	8.37793	49	23.755514	11	6.479683	5	1.937475	11	5.460155	8	4.302984	10	3.928146	10	4.239722	53	17.83623	9	4.453904	12	4.137258	18	5.816732	13	4.694229	21	5.887153	26	8.237642	5	2.154406
hsa-mir-346	0	0	0	0	3	1.454419	0	0	0	0	0	0	0	0	0	0	1	0.423972	0	0	0	0	1	0.344771	1	0.323152	2	0.722189	0	0	1	0.316832	0	0
hsa-mir-34a	279	65.162571	79	36.769805	157	76.114606	134	78.934316	211	81.761428	153	75.945786	125	67.234123	200	78.562927	327	138.638922	349	117.44989	184	91.057599	623	214.792627	277	89.513046	344	124.216515	346	96.99786	265	83.960582	156	67.217477
hsa-mir-34b	2	0.467115	5	2.327203	5	2.424032	2	1.178124	1	0.387495	1	0.496378	0	0	4	1.571259	12	5.087667	7	2.355728	3	1.484635	11	3.792486	5	1.615759	2	0.722189	3	0.841022	6	1.900994	3	1.292644
hsa-mir-34c	49	11.444323	8	3.723525	14	6.78729	12	7.068745	21	8.137393	9	4.467399	18	9.681714	28	10.99881	39	16.534917	39	13.124773	19	9.402687	63	21.720603	44	14.218679	48	17.332537	59	16.540098	50	15.841619	15	6.463219
hsa-mir-3605	4	0.93423	16	7.447049	17	8.241709	9	5.301559	2	0.77499	4	1.985511	0	0	7	2.749702	13	5.511639	6	2.019196	5	2.474391	11	3.792486	3	0.969455	11	3.97204	10	2.803406	5	1.584162	10	4.308813
hsa-mir-3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3607	37	8.641631	152	70.746967	167	80.96267	166	97.784302	75	29.062119	138	68.50012	7	3.765111	250	98.203659	282	119.560171	295	99.277128	163	80.665156	304	104.810527	215	69.477635	175	63.191541	1045	292.955965	170	53.861506	212	91.346827
hsa-mir-3609	0	0	0	0	1	0.484806	1	0.589062	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.280341	1	0.316832	0	0
hsa-mir-361	1026	239.630101	456	212.240901	720	349.060615	495	291.58572	645	249.934223	510	253.152619	459	246.883698	525	206.227683	590	250.143621	720	242.303499	368	182.115199	1192	410.967594	685	221.358976	735	265.404473	923	258.754407	1017	322.218536	502	216.302392
hsa-mir-3610	3	0.700673	0	0	0	0	0	0	3	1.162485	0	0	0	0	0	0	0	0	0	0	2	0.989757	3	1.034314	0	0	1	0.361095	6	1.682044	4	1.26733	0	0
hsa-mir-3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.633665	0	0
hsa-mir-3612	0	0	1	0.465441	0	0	0	0	1	0.387495	1	0.496378	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	0	0	0	0	0	0	2	0.861763
hsa-mir-3613	23	5.371825	14	6.516168	37	17.937837	9	5.301559	6	2.32497	4	1.985511	21	11.295333	14	5.499405	12	5.087667	26	8.749849	12	5.938539	8	2.758172	9	2.908366	19	6.860796	14	3.924769	11	3.485156	12	5.170575
hsa-mir-3614	6	1.401346	8	3.723525	4	1.939226	2	1.178124	1	0.387495	5	2.481888	4	2.151492	5	1.964073	1	0.423972	0	0	5	2.474391	0	0	2	0.646304	4	1.444378	2	0.560681	3	0.950497	1	0.430881
hsa-mir-3615	7	1.634903	22	10.239693	22	10.665741	3	1.767186	8	3.099959	3	1.489133	3	1.613619	3	1.178444	11	4.663695	5	1.682663	9	4.453904	8	2.758172	6	1.938911	10	3.610945	3	0.841022	6	1.900994	6	2.585288
hsa-mir-3616	0	0	0	0	0	0	0	0	1	0.387495	0	0	0	0	0	0	1	0.423972	1	0.336533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3617	0	0	0	0	1	0.484806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3619	0	0	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	1	0.423972	0	0	0	0	0	0	0	0	0	0	1	0.280341	1	0.316832	0	0
hsa-mir-362	25	5.83894	20	9.308811	30	14.544192	8	4.712496	18	6.974909	12	5.956532	11	5.916603	13	5.10659	19	8.055473	23	7.740251	5	2.474391	13	4.482029	28	9.04825	15	5.416418	11	3.083747	22	6.970312	12	5.170575
hsa-mir-3620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	0	0	1	0.280341	0	0	0	0
hsa-mir-3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3622a	3	0.700673	0	0	3	1.454419	0	0	1	0.387495	3	1.489133	0	0	1	0.392815	1	0.423972	0	0	1	0.494878	0	0	1	0.323152	0	0	2	0.560681	0	0	0	0
hsa-mir-3622b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-363	20	4.671152	150	69.816086	252	122.171215	11	6.479683	24	9.299878	19	9.431176	29	15.598316	3	1.178444	10	4.239722	34	11.44211	16	7.918052	20	6.895429	11	3.55467	12	4.333134	55	15.418735	8	2.534659	14	6.032338
hsa-mir-3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3647	13	3.036249	31	14.428658	26	12.604967	19	11.192179	13	5.037434	35	17.373219	8	4.302984	38	14.926956	32	13.567112	50	16.826632	11	5.443661	34	11.72223	24	7.755643	32	11.555025	85	23.828954	38	12.039631	33	14.219082
hsa-mir-3648	1	0.233558	0	0	1	0.484806	1	0.589062	2	0.77499	0	0	1	0.537873	7	2.749702	2	0.847944	0	0	2	0.989757	2	0.689543	1	0.323152	0	0	2	0.560681	2	0.633665	0	0
hsa-mir-3649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-365-1	152	35.500756	506	235.512929	525	254.523365	296	174.36237	309	119.73593	151	74.95303	110	59.166028	66	25.925766	148	62.747891	87	29.278339	73	36.126113	147	50.681406	91	29.406813	119	42.970248	117	32.799854	266	84.277415	55	23.698469
hsa-mir-365-2	155	36.201428	548	255.061434	484	234.646302	291	171.417059	300	116.248476	118	58.572567	104	55.93879	67	26.318581	152	64.44378	116	39.037786	84	41.569774	125	43.096434	87	28.114206	107	38.637114	153	42.892117	235	74.455611	48	20.6823
hsa-mir-3650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	0	0	0	0	1	0.316832	0	0
hsa-mir-3651	0	0	2	0.930881	0	0	2	1.178124	0	0	0	0	0	0	1	0.392815	0	0	1	0.336533	1	0.494878	4	1.379086	4	1.292607	0	0	2	0.560681	2	0.633665	2	0.861763
hsa-mir-3652	1	0.233558	0	0	0	0	0	0	0	0	0	0	0	0	2	0.785629	0	0	0	0	1	0.494878	1	0.344771	0	0	1	0.361095	0	0	1	0.316832	0	0
hsa-mir-3653	7	1.634903	23	10.705133	24	11.635354	17	10.014055	20	7.749898	18	8.934798	8	4.302984	17	6.677849	22	9.327389	41	13.797838	16	7.918052	54	18.617659	26	8.401947	17	6.138607	88	24.669976	35	11.089134	20	8.617625
hsa-mir-3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.361095	0	0	0	0	0	0
hsa-mir-3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	0	0	1	0.280341	0	0	0	0
hsa-mir-3656	0	0	0	0	0	0	0	0	0	0	0	0	1	0.537873	1	0.392815	0	0	0	0	1	0.494878	1	0.344771	1	0.323152	1	0.361095	0	0	2	0.633665	0	0
hsa-mir-3657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.430881
hsa-mir-3660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-3663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.673065	2	0.989757	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-3665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3667	1	0.233558	0	0	0	0	0	0	0	0	1	0.496378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3676	5	1.167788	7	3.258084	11	5.332871	9	5.301559	2	0.77499	5	2.481888	0	0	2	0.785629	4	1.695889	4	1.346131	3	1.484635	6	2.068629	4	1.292607	2	0.722189	1	0.280341	5	1.584162	4	1.723525
hsa-mir-3677	3	0.700673	3	1.396322	16	7.756903	10	5.890621	3	1.162485	4	1.985511	3	1.613619	3	1.178444	5	2.119861	4	1.346131	4	1.979513	6	2.068629	7	2.262063	7	2.527662	2	0.560681	2	0.633665	5	2.154406
hsa-mir-3678	1	0.233558	1	0.465441	0	0	3	1.767186	1	0.387495	0	0	1	0.537873	2	0.785629	0	0	1	0.336533	1	0.494878	2	0.689543	0	0	0	0	1	0.280341	1	0.316832	1	0.430881
hsa-mir-3679	0	0	0	0	2	0.969613	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-3680	1	0.233558	4	1.861762	2	0.969613	1	0.589062	0	0	0	0	3	1.613619	0	0	0	0	1	0.336533	0	0	0	0	0	0	0	0	0	0	2	0.633665	1	0.430881
hsa-mir-3681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3682	0	0	7	3.258084	1	0.484806	2	1.178124	1	0.387495	1	0.496378	1	0.537873	2	0.785629	0	0	0	0	1	0.494878	0	0	2	0.646304	2	0.722189	2	0.560681	1	0.316832	1	0.430881
hsa-mir-3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3684	0	0	0	0	1	0.484806	0	0	0	0	1	0.496378	0	0	1	0.392815	0	0	1	0.336533	1	0.494878	0	0	0	0	1	0.361095	0	0	0	0	0	0
hsa-mir-3685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3687	0	0	0	0	1	0.484806	1	0.589062	0	0	0	0	0	0	1	0.392815	0	0	0	0	3	1.484635	1	0.344771	2	0.646304	0	0	3	0.841022	0	0	1	0.430881
hsa-mir-3688	1	0.233558	2	0.930881	0	0	0	0	0	0	0	0	1	0.537873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3689b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-369	77	17.983935	13	6.050727	37	17.937837	8	4.712496	22	8.524888	18	8.934798	50	26.893649	62	24.354507	83	35.189696	46	15.480501	32	15.836104	32	11.032687	67	21.65117	80	28.887562	68	19.063163	32	10.138636	24	10.34115
hsa-mir-3690	3	0.700673	1	0.465441	1	0.484806	3	1.767186	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	1	0.280341	0	0	0	0
hsa-mir-3691	0	0	2	0.930881	0	0	1	0.589062	0	0	0	0	0	0	1	0.392815	0	0	0	0	2	0.989757	0	0	0	0	0	0	1	0.280341	0	0	1	0.430881
hsa-mir-3692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-370	71	16.58259	23	10.705133	65	31.512417	27	15.904676	37	14.337312	16	7.942043	30	16.136189	131	51.458717	163	69.107475	28	9.422914	39	19.300252	45	15.514716	112	36.193	127	45.859004	59	16.540098	52	16.475284	33	14.219082
hsa-mir-371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-372	0	0	1	0.465441	0	0	0	0	1	0.387495	0	0	0	0	0	0	0	0	0	0	0	0	1	0.344771	2	0.646304	0	0	0	0	0	0	0	0
hsa-mir-373	0	0	1	0.465441	1	0.484806	1	0.589062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-374a	3890	908.539076	533	248.079825	826	400.450094	461	271.55761	935	362.307749	868	430.85583	2660	1430.74213	1438	564.867445	880	373.09557	1872	629.989096	1642	812.590099	2768	954.327434	1581	510.90298	2022	730.133121	1596	447.423656	1139	360.872087	1232	530.845712
hsa-mir-374b	263	61.42565	171	79.590338	419	203.133886	129	75.989006	184	71.299065	182	90.340738	364	195.785765	216	84.847961	149	63.171864	316	106.344313	111	54.931487	339	116.877529	208	67.215572	189	68.246864	365	102.324332	212	67.168466	106	45.673414
hsa-mir-374c	14	3.269806	12	5.585287	9	4.363258	4	2.356248	10	3.874949	10	4.963777	0	0	22	8.641922	22	9.327389	11	3.701859	3	1.484635	49	16.893802	2	0.646304	15	5.416418	16	4.48545	9	2.851491	6	2.585288
hsa-mir-375	29975	7000.889154	2356	1096.577988	264	127.988892	6980	4111.653179	27680	10725.859357	16510	8195.19556	4446	2391.383275	10416	4091.557235	29338	12438.497527	31096	10464.818878	34306	16977.293501	35524	12247.66176	50153	16207.031718	34226	12358.82107	37297	10455.864712	90309	28612.815933	16313	7028.965993
hsa-mir-376a-1	8	1.868461	2	0.930881	6	2.908838	3	1.767186	4	1.54998	3	1.489133	3	1.613619	5	1.964073	10	4.239722	2	0.673065	2	0.989757	10	3.447715	4	1.292607	5	1.805473	9	2.523066	5	1.584162	1	0.430881
hsa-mir-376a-2	7	1.634903	0	0	2	0.969613	0	0	1	0.387495	1	0.496378	1	0.537873	2	0.785629	3	1.271917	1	0.336533	0	0	2	0.689543	2	0.646304	2	0.722189	1	0.280341	0	0	0	0
hsa-mir-376b	2	0.467115	1	0.465441	4	1.939226	0	0	5	1.937475	2	0.992755	6	3.227238	7	2.749702	8	3.391778	5	1.682663	2	0.989757	8	2.758172	12	3.877821	14	5.055323	4	1.121363	5	1.584162	0	0
hsa-mir-376c	32	7.473843	7	3.258084	36	17.453031	3	1.767186	16	6.199919	19	9.431176	32	17.211935	34	13.355698	47	19.926695	44	14.807436	23	11.3822	45	15.514716	67	21.65117	60	21.665671	67	18.782823	20	6.336648	8	3.44705
hsa-mir-377	16	3.736922	6	2.792643	26	12.604967	3	1.767186	11	4.262444	13	6.45291	24	12.908952	28	10.99881	68	28.830112	18	6.057587	11	5.443661	50	17.238574	38	12.279768	43	15.527064	42	11.774307	19	6.019815	6	2.585288
hsa-mir-378	807	188.480986	3286	1529.43772	3496	1694.883208	1169	688.613548	1205	466.931377	805	399.584036	752	404.480482	461	181.087547	991	420.156488	791	266.197316	430	212.797651	820	282.712607	441	142.509939	924	333.651337	927	259.87577	1143	362.139417	394	169.767216
hsa-mir-378b	0	0	1	0.465441	0	0	1	0.589062	1	0.387495	1	0.496378	0	0	0	0	0	0	1	0.336533	0	0	0	0	0	0	0	0	0	0	1	0.316832	0	0
hsa-mir-378c	48	11.210765	114	53.060225	126	61.085608	45	26.507793	53	20.537231	38	18.862352	28	15.060443	40	15.712585	59	25.014362	42	14.134371	19	9.402687	31	10.687916	27	8.725098	39	14.082686	100	28.034064	48	15.207955	28	12.064675
hsa-mir-379	10075	2353.092852	1156	538.049301	4668	2263.07632	2093	1232.906892	3950	1530.60493	3489	1731.861739	7106	3822.125405	8197	3219.901561	11642	4935.884798	4508	1517.089127	4963	2456.080792	1848	637.13768	10157	3282.25273	12142	4384.409672	7816	2191.142413	4535	1436.83487	4011	1728.264733
hsa-mir-380	5	1.167788	0	0	2	0.969613	1	0.589062	3	1.162485	3	1.489133	7	3.765111	1	0.392815	9	3.81575	2	0.673065	0	0	3	1.034314	6	1.938911	8	2.888756	4	1.121363	0	0	2	0.861763
hsa-mir-381	223	52.083345	44	20.479385	124	60.115995	64	37.699972	152	58.899228	160	79.420429	104	55.93879	228	89.561737	284	120.408116	197	66.296929	254	125.699077	267	92.053983	541	174.825118	400	144.437808	488	136.806231	129	40.871378	144	62.046901
hsa-mir-382	116	27.092682	26	12.101455	103	49.93506	42	24.740607	39	15.112302	51	25.315262	51	27.431522	221	86.812034	355	150.510145	61	20.528491	88	43.549287	85	29.305575	227	73.355456	243	87.745969	185	51.863018	72	22.811932	55	23.698469
hsa-mir-383	4	0.93423	2	0.930881	0	0	2	1.178124	19	7.362403	8	3.971021	14	7.530222	15	5.89222	32	13.567112	7	2.355728	1	0.494878	8	2.758172	12	3.877821	17	6.138607	24	6.728175	61	19.326776	7	3.016169
hsa-mir-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3909	3	0.700673	1	0.465441	0	0	1	0.589062	2	0.77499	2	0.992755	0	0	0	0	2	0.847944	2	0.673065	0	0	0	0	1	0.323152	2	0.722189	0	0	0	0	0	0
hsa-mir-3910-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3910-2	0	0	0	0	0	0	0	0	0	0	2	0.992755	0	0	0	0	0	0	1	0.336533	0	0	0	0	0	0	0	0	0	0	2	0.633665	0	0
hsa-mir-3911	0	0	0	0	0	0	0	0	0	0	0	0	2	1.075746	0	0	1	0.423972	1	0.336533	0	0	0	0	1	0.323152	0	0	0	0	0	0	0	0
hsa-mir-3912	1	0.233558	0	0	0	0	0	0	2	0.77499	0	0	2	1.075746	1	0.392815	3	1.271917	3	1.009598	0	0	0	0	3	0.969455	0	0	3	0.841022	3	0.950497	2	0.861763
hsa-mir-3913-1	13	3.036249	3	1.396322	2	0.969613	1	0.589062	6	2.32497	10	4.963777	5	2.689365	6	2.356888	9	3.81575	12	4.038392	6	2.96927	6	2.068629	11	3.55467	8	2.888756	6	1.682044	13	4.118821	4	1.723525
hsa-mir-3913-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3914-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.494878	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3914-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.392815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3917	1	0.233558	0	0	3	1.454419	1	0.589062	3	1.162485	0	0	0	0	2	0.785629	6	2.543833	0	0	0	0	4	1.379086	2	0.646304	0	0	5	1.401703	2	0.633665	2	0.861763
hsa-mir-3918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.392815	0	0	1	0.336533	1	0.494878	0	0	0	0	0	0	0	0	0	0	2	0.861763
hsa-mir-3920	1	0.233558	0	0	0	0	0	0	2	0.77499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.323152	0	0	1	0.280341	0	0	0	0
hsa-mir-3921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-3922	2	0.467115	0	0	1	0.484806	2	1.178124	1	0.387495	0	0	1	0.537873	1	0.392815	0	0	0	0	0	0	1	0.344771	1	0.323152	1	0.361095	1	0.280341	0	0	0	0
